schedtime,carrier,distance,flightnumber,weather,dayweek,daymonth,delay
1455,3,213,746,0,5,9,0
630,3,214,1740,0,5,9,0
730,3,214,1742,0,5,9,1
830,3,214,1744,0,5,9,0
930,3,214,1746,0,5,9,0
1030,3,214,1748,0,5,9,0
1130,3,214,1750,0,5,9,0
1230,3,214,1752,0,5,9,0
1330,3,214,1754,0,5,9,0
1430,3,214,1756,0,5,9,0
1530,3,214,1758,0,5,9,0
1630,3,214,1760,0,5,9,0
1730,3,214,1762,0,5,9,0
1830,3,214,1764,0,5,9,0
1930,3,214,1766,0,5,9,0
2030,3,214,1768,0,5,9,0
1455,3,213,746,0,6,10,1
730,3,214,1742,0,6,10,0
830,3,214,1744,0,6,10,0
1030,3,214,1748,0,6,10,0
1230,3,214,1752,0,6,10,0
1430,3,214,1756,0,6,10,0
1630,3,214,1760,0,6,10,0
1830,3,214,1764,0,6,10,0
2030,3,214,1768,0,6,10,0
1455,3,213,746,0,7,11,1
830,3,214,1744,0,7,11,0
1030,3,214,1748,0,7,11,0
1130,3,214,1750,0,7,11,0
1230,3,214,1752,0,7,11,0
1330,3,214,1754,0,7,11,0
1430,3,214,1756,0,7,11,0
1530,3,214,1758,0,7,11,0
1630,3,214,1760,0,7,11,0
1730,3,214,1762,0,7,11,0
1830,3,214,1764,0,7,11,0
1930,3,214,1766,0,7,11,0
2030,3,214,1768,0,7,11,0
1455,3,213,746,0,1,12,0
630,3,214,1740,0,1,12,0
730,3,214,1742,0,1,12,0
830,3,214,1744,0,1,12,0
930,3,214,1746,0,1,12,1
1030,3,214,1748,0,1,12,0
1130,3,214,1750,0,1,12,0
1230,3,214,1752,0,1,12,0
1330,3,214,1754,0,1,12,0
1430,3,214,1756,0,1,12,0
1530,3,214,1758,0,1,12,0
1630,3,214,1760,0,1,12,0
1730,3,214,1762,0,1,12,0
1830,3,214,1764,0,1,12,0
1930,3,214,1766,0,1,12,0
2030,3,214,1768,0,1,12,0
1455,3,213,746,0,2,13,0
630,3,214,1740,0,2,13,0
730,3,214,1742,0,2,13,0
830,3,214,1744,0,2,13,0
930,3,214,1746,0,2,13,0
1030,3,214,1748,0,2,13,0
1130,3,214,1750,0,2,13,0
1230,3,214,1752,0,2,13,0
1330,3,214,1754,0,2,13,0
1430,3,214,1756,0,2,13,0
1530,3,214,1758,0,2,13,0
1630,3,214,1760,0,2,13,1
1730,3,214,1762,0,2,13,0
1830,3,214,1764,0,2,13,0
1930,3,214,1766,0,2,13,0
2030,3,214,1768,0,2,13,1
1455,3,213,746,0,3,14,0
630,3,214,1740,0,3,14,0
730,3,214,1742,0,3,14,0
830,3,214,1744,0,3,14,0
930,3,214,1746,0,3,14,0
1030,3,214,1748,0,3,14,0
1130,3,214,1750,0,3,14,1
1230,3,214,1752,0,3,14,0
1330,3,214,1754,0,3,14,0
1430,3,214,1756,0,3,14,0
1530,3,214,1758,0,3,14,1
1630,3,214,1760,0,3,14,0
1730,3,214,1762,0,3,14,0
1830,3,214,1764,0,3,14,0
1930,3,214,1766,0,3,14,1
2030,3,214,1768,0,3,14,1
1455,3,213,746,0,4,15,0
630,3,214,1740,0,4,15,0
730,3,214,1742,0,4,15,1
930,3,214,1746,0,4,15,0
1130,3,214,1750,0,4,15,0
1330,3,214,1754,0,4,15,0
1430,3,214,1756,0,4,15,0
1530,3,214,1758,0,4,15,0
1630,3,214,1760,0,4,15,0
1730,3,214,1762,0,4,15,0
1830,3,214,1764,0,4,15,0
1930,3,214,1766,0,4,15,1
2030,3,214,1768,0,4,15,1
1455,3,213,746,0,5,16,1
630,3,214,1740,0,5,16,0
730,3,214,1742,0,5,16,0
830,3,214,1744,0,5,16,1
930,3,214,1746,0,5,16,0
1030,3,214,1748,0,5,16,1
1130,3,214,1750,0,5,16,0
1230,3,214,1752,0,5,16,0
1330,3,214,1754,0,5,16,0
1430,3,214,1756,0,5,16,0
1530,3,214,1758,0,5,16,0
1630,3,214,1760,0,5,16,0
1730,3,214,1762,0,5,16,0
1830,3,214,1764,0,5,16,0
1930,3,214,1766,0,5,16,0
2030,3,214,1768,0,5,16,0
1455,3,213,746,0,6,17,1
730,3,214,1742,0,6,17,0
830,3,214,1744,0,6,17,0
1030,3,214,1748,0,6,17,0
1430,3,214,1756,0,6,17,0
1630,3,214,1760,0,6,17,1
1830,3,214,1764,0,6,17,0
2030,3,214,1768,0,6,17,0
1455,3,213,746,0,7,18,1
830,3,214,1744,0,7,18,0
1030,3,214,1748,0,7,18,0
1230,3,214,1752,0,7,18,1
1430,3,214,1756,0,7,18,0
1630,3,214,1760,0,7,18,0
1830,3,214,1764,0,7,18,1
2030,3,214,1768,0,7,18,0
1455,3,213,746,0,1,19,1
730,3,214,1742,0,1,19,0
830,3,214,1744,0,1,19,0
1030,3,214,1748,0,1,19,0
1230,3,214,1752,0,1,19,0
1430,3,214,1756,0,1,19,0
1530,3,214,1758,0,1,19,0
1630,3,214,1760,0,1,19,0
1830,3,214,1764,0,1,19,0
1930,3,214,1766,0,1,19,0
2030,3,214,1768,0,1,19,0
1455,3,213,746,0,2,20,1
630,3,214,1740,0,2,20,0
730,3,214,1742,0,2,20,0
830,3,214,1744,0,2,20,0
930,3,214,1746,0,2,20,0
1030,3,214,1748,0,2,20,0
1130,3,214,1750,0,2,20,0
1230,3,214,1752,0,2,20,0
1330,3,214,1754,0,2,20,0
1430,3,214,1756,0,2,20,0
1530,3,214,1758,0,2,20,0
1630,3,214,1760,0,2,20,1
1730,3,214,1762,0,2,20,0
1830,3,214,1764,0,2,20,0
1930,3,214,1766,0,2,20,0
2030,3,214,1768,0,2,20,0
1455,3,213,746,0,3,21,0
630,3,214,1740,0,3,21,0
730,3,214,1742,0,3,21,0
830,3,214,1744,0,3,21,0
930,3,214,1746,0,3,21,0
1030,3,214,1748,0,3,21,0
1130,3,214,1750,0,3,21,0
1230,3,214,1752,0,3,21,0
1330,3,214,1754,0,3,21,0
1430,3,214,1756,0,3,21,0
1530,3,214,1758,0,3,21,0
1630,3,214,1760,0,3,21,1
1730,3,214,1762,0,3,21,0
1830,3,214,1764,0,3,21,0
1930,3,214,1766,0,3,21,0
2030,3,214,1768,0,3,21,0
1455,3,213,746,0,4,22,0
630,3,214,1740,0,4,22,0
730,3,214,1742,0,4,22,0
830,3,214,1744,0,4,22,0
930,3,214,1746,0,4,22,0
1030,3,214,1748,0,4,22,0
1130,3,214,1750,0,4,22,0
1230,3,214,1752,0,4,22,0
1330,3,214,1754,0,4,22,0
1430,3,214,1756,0,4,22,1
1530,3,214,1758,0,4,22,0
1630,3,214,1760,0,4,22,1
1730,3,214,1762,0,4,22,1
1830,3,214,1764,0,4,22,0
1930,3,214,1766,0,4,22,0
2030,3,214,1768,0,4,22,0
1455,3,213,746,0,5,23,0
630,3,214,1740,0,5,23,0
730,3,214,1742,0,5,23,0
830,3,214,1744,0,5,23,0
930,3,214,1746,0,5,23,0
1030,3,214,1748,0,5,23,0
1130,3,214,1750,0,5,23,0
1230,3,214,1752,0,5,23,0
1430,3,214,1756,0,5,23,0
1530,3,214,1758,0,5,23,0
1630,3,214,1760,0,5,23,0
1730,3,214,1762,0,5,23,0
1830,3,214,1764,0,5,23,0
1930,3,214,1766,0,5,23,0
2030,3,214,1768,0,5,23,0
1455,3,213,746,0,6,24,1
730,3,214,1742,0,6,24,0
830,3,214,1744,0,6,24,0
1030,3,214,1748,0,6,24,0
1230,3,214,1752,0,6,24,0
1430,3,214,1756,0,6,24,0
1630,3,214,1760,0,6,24,0
1830,3,214,1764,0,6,24,0
2030,3,214,1768,0,6,24,0
1455,3,213,746,0,7,25,1
830,3,214,1744,0,7,25,0
1030,3,214,1748,0,7,25,0
1130,3,214,1750,0,7,25,0
1230,3,214,1752,0,7,25,0
1330,3,214,1754,0,7,25,0
1430,3,214,1756,0,7,25,0
1530,3,214,1758,0,7,25,0
1630,3,214,1760,0,7,25,0
1730,3,214,1762,0,7,25,0
1830,3,214,1764,0,7,25,0
1930,3,214,1766,0,7,25,0
2030,3,214,1768,0,7,25,0
1455,3,213,746,1,1,26,1
730,3,214,1742,1,1,26,1
930,3,214,1746,0,1,26,0
1030,3,214,1748,0,1,26,0
1130,3,214,1750,0,1,26,0
1230,3,214,1752,0,1,26,0
1330,3,214,1754,0,1,26,0
1430,3,214,1756,0,1,26,1
1530,3,214,1758,1,1,26,1
1630,3,214,1760,0,1,26,0
1730,3,214,1762,0,1,26,0
1930,3,214,1766,0,1,26,0
2030,3,214,1768,0,1,26,0
1455,3,213,746,0,2,27,1
730,3,214,1742,0,2,27,0
830,3,214,1744,0,2,27,1
1030,3,214,1748,0,2,27,0
1230,3,214,1752,0,2,27,0
1430,3,214,1756,0,2,27,0
1630,3,214,1760,0,2,27,1
1830,3,214,1764,0,2,27,1
2030,3,214,1768,0,2,27,1
1455,3,213,746,0,3,28,0
730,3,214,1742,0,3,28,0
930,3,214,1746,0,3,28,0
1130,3,214,1750,0,3,28,0
1330,3,214,1754,0,3,28,0
1530,3,214,1758,0,3,28,0
1730,3,214,1762,0,3,28,0
1830,3,214,1764,0,3,28,0
2030,3,214,1768,0,3,28,1
1455,3,213,746,0,4,29,1
630,3,214,1740,0,4,29,0
730,3,214,1742,0,4,29,0
830,3,214,1744,0,4,29,1
1030,3,214,1748,0,4,29,0
1130,3,214,1750,0,4,29,0
1230,3,214,1752,0,4,29,0
1330,3,214,1754,0,4,29,0
1430,3,214,1756,0,4,29,0
1530,3,214,1758,0,4,29,0
1630,3,214,1760,0,4,29,0
1730,3,214,1762,0,4,29,0
1830,3,214,1764,0,4,29,0
1930,3,214,1766,0,4,29,0
2030,3,214,1768,0,4,29,0
1455,3,213,746,0,5,30,1
630,3,214,1740,0,5,30,0
730,3,214,1742,0,5,30,0
830,3,214,1744,0,5,30,0
930,3,214,1746,0,5,30,0
1030,3,214,1748,0,5,30,0
1130,3,214,1750,0,5,30,0
1230,3,214,1752,0,5,30,0
1330,3,214,1754,0,5,30,0
1430,3,214,1756,0,5,30,0
1530,3,214,1758,0,5,30,0
1630,3,214,1760,0,5,30,0
1730,3,214,1762,0,5,30,0
1830,3,214,1764,0,5,30,0
1930,3,214,1766,0,5,30,0
2030,3,214,1768,0,5,30,0
1455,3,213,746,0,6,31,0
730,3,214,1742,0,6,31,0
830,3,214,1744,0,6,31,1
1030,3,214,1748,0,6,31,0
1230,3,214,1752,0,6,31,0
1430,3,214,1756,0,6,31,0
1630,3,214,1760,0,6,31,0
1830,3,214,1764,0,6,31,0
2030,3,214,1768,0,6,31,0
1530,4,213,4752,0,4,1,0
600,4,213,4760,0,4,1,0
1830,4,213,4784,0,4,1,0
900,4,214,4956,0,4,1,0
1300,4,214,4964,0,4,1,0
1400,4,214,4966,0,4,1,0
1500,4,214,4968,0,4,1,0
1900,4,214,4976,0,4,1,0
1530,4,213,4752,0,5,2,0
600,4,213,4760,0,5,2,0
1830,4,213,4784,0,5,2,0
900,4,214,4956,0,5,2,0
1100,4,214,4960,0,5,2,0
1300,4,214,4964,0,5,2,0
1400,4,214,4966,0,5,2,0
1500,4,214,4968,0,5,2,0
1530,4,213,4752,0,6,3,1
600,4,213,4760,0,6,3,0
1830,4,213,4784,0,6,3,0
900,4,214,4956,0,6,3,0
1300,4,214,4964,0,6,3,0
1530,4,213,4752,0,7,4,1
600,4,213,4760,0,7,4,0
730,4,213,4771,0,7,4,0
1830,4,213,4784,0,7,4,1
1300,4,214,4964,0,7,4,0
1500,4,214,4968,0,7,4,1
1700,4,214,4972,0,7,4,0
1900,4,214,4976,0,7,4,1
1530,4,213,4752,0,1,5,0
600,4,213,4760,0,1,5,0
700,4,214,4952,0,1,5,0
800,4,214,4954,0,1,5,0
900,4,214,4956,0,1,5,0
1100,4,214,4960,0,1,5,0
1300,4,214,4964,0,1,5,0
1600,4,214,4970,0,1,5,1
1700,4,214,4972,0,1,5,0
1900,4,214,4976,0,1,5,1
1530,4,213,4752,0,2,6,0
600,4,213,4760,0,2,6,0
1830,4,213,4784,0,2,6,0
700,4,214,4952,0,2,6,0
800,4,214,4954,0,2,6,0
900,4,214,4956,0,2,6,0
1100,4,214,4960,0,2,6,0
1300,4,214,4964,0,2,6,0
1400,4,214,4966,0,2,6,0
1500,4,214,4968,0,2,6,1
1600,4,214,4970,0,2,6,0
1700,4,214,4972,0,2,6,0
1900,4,214,4976,0,2,6,0
1530,4,213,4752,0,3,7,0
600,4,213,4760,0,3,7,0
1830,4,213,4784,0,3,7,1
700,4,214,4952,0,3,7,0
800,4,214,4954,0,3,7,0
900,4,214,4956,0,3,7,0
1100,4,214,4960,0,3,7,0
1300,4,214,4964,0,3,7,0
1400,4,214,4966,0,3,7,0
1500,4,214,4968,0,3,7,1
1600,4,214,4970,0,3,7,1
1900,4,214,4976,0,3,7,1
1530,4,213,4752,0,4,8,0
600,4,213,4760,0,4,8,0
1830,4,213,4784,0,4,8,0
700,4,214,4952,0,4,8,0
800,4,214,4954,0,4,8,0
900,4,214,4956,0,4,8,0
1100,4,214,4960,0,4,8,0
1300,4,214,4964,0,4,8,0
1400,4,214,4966,0,4,8,0
1500,4,214,4968,0,4,8,0
1600,4,214,4970,0,4,8,0
1900,4,214,4976,0,4,8,0
1530,4,213,4752,0,5,9,0
600,4,213,4760,0,5,9,0
1830,4,213,4784,0,5,9,1
800,4,214,4954,0,5,9,1
900,4,214,4956,0,5,9,0
1100,4,214,4960,0,5,9,1
1300,4,214,4964,0,5,9,0
1400,4,214,4966,0,5,9,0
1500,4,214,4968,0,5,9,0
1600,4,214,4970,0,5,9,1
1700,4,214,4972,0,5,9,0
1900,4,214,4976,0,5,9,1
1530,4,213,4752,0,6,10,0
600,4,213,4760,0,6,10,1
1830,4,213,4784,0,6,10,0
900,4,214,4956,0,6,10,0
1300,4,214,4964,0,6,10,0
1530,4,213,4752,0,7,11,0
600,4,213,4760,0,7,11,0
925,4,213,4771,0,7,11,0
1830,4,213,4784,0,7,11,1
1300,4,214,4964,0,7,11,1
1500,4,214,4968,0,7,11,0
1700,4,214,4972,0,7,11,0
1900,4,214,4976,0,7,11,0
1530,4,213,4752,0,1,12,0
600,4,213,4760,0,1,12,0
1830,4,213,4784,0,1,12,0
700,4,214,4952,0,1,12,1
800,4,214,4954,0,1,12,0
900,4,214,4956,0,1,12,0
1100,4,214,4960,0,1,12,0
1300,4,214,4964,0,1,12,0
1500,4,214,4968,0,1,12,0
1600,4,214,4970,0,1,12,0
1700,4,214,4972,0,1,12,0
1900,4,214,4976,0,1,12,0
1530,4,213,4752,0,2,13,0
600,4,213,4760,0,2,13,0
1830,4,213,4784,0,2,13,1
700,4,214,4952,0,2,13,0
800,4,214,4954,0,2,13,0
900,4,214,4956,0,2,13,0
1100,4,214,4960,0,2,13,0
1300,4,214,4964,0,2,13,0
1400,4,214,4966,0,2,13,0
1500,4,214,4968,0,2,13,0
1600,4,214,4970,0,2,13,1
1700,4,214,4972,0,2,13,1
1900,4,214,4976,0,2,13,1
1530,4,213,4752,0,3,14,0
600,4,213,4760,0,3,14,0
1830,4,213,4784,0,3,14,0
700,4,214,4952,0,3,14,1
800,4,214,4954,0,3,14,0
900,4,214,4956,0,3,14,0
1100,4,214,4960,0,3,14,1
1300,4,214,4964,0,3,14,0
1500,4,214,4968,0,3,14,0
1600,4,214,4970,0,3,14,0
1700,4,214,4972,0,3,14,0
1900,4,214,4976,0,3,14,0
1530,4,213,4752,0,4,15,0
600,4,213,4760,0,4,15,0
1830,4,213,4784,0,4,15,0
800,4,214,4954,0,4,15,1
1100,4,214,4960,0,4,15,0
1300,4,214,4964,0,4,15,1
1400,4,214,4966,0,4,15,0
1500,4,214,4968,0,4,15,0
1600,4,214,4970,0,4,15,1
1700,4,214,4972,0,4,15,1
1900,4,214,4976,0,4,15,1
1530,4,213,4752,0,5,16,0
600,4,213,4760,0,5,16,0
1830,4,213,4784,0,5,16,1
800,4,214,4954,0,5,16,1
900,4,214,4956,0,5,16,1
1100,4,214,4960,0,5,16,1
1300,4,214,4964,0,5,16,1
1400,4,214,4966,0,5,16,1
1600,4,214,4970,0,5,16,1
1700,4,214,4972,0,5,16,1
1900,4,214,4976,0,5,16,1
1530,4,213,4752,0,6,17,0
600,4,213,4760,0,6,17,0
1830,4,213,4784,0,6,17,0
900,4,214,4956,0,6,17,0
1300,4,214,4964,0,6,17,0
1530,4,213,4752,0,7,18,1
600,4,213,4760,0,7,18,1
925,4,213,4771,0,7,18,0
1830,4,213,4784,0,7,18,1
1300,4,214,4964,0,7,18,1
1500,4,214,4968,0,7,18,1
1700,4,214,4972,0,7,18,1
1900,4,214,4976,0,7,18,1
1530,4,213,4752,0,1,19,0
600,4,213,4760,0,1,19,0
1830,4,213,4784,0,1,19,1
700,4,214,4952,0,1,19,1
800,4,214,4954,0,1,19,1
900,4,214,4956,0,1,19,0
1100,4,214,4960,0,1,19,0
1300,4,214,4964,0,1,19,0
1400,4,214,4966,0,1,19,0
1500,4,214,4968,0,1,19,1
1600,4,214,4970,0,1,19,0
1700,4,214,4972,0,1,19,0
1900,4,214,4976,0,1,19,1
1530,4,213,4752,0,2,20,0
600,4,213,4760,0,2,20,0
1830,4,213,4784,0,2,20,0
700,4,214,4952,0,2,20,0
800,4,214,4954,0,2,20,0
900,4,214,4956,0,2,20,0
1100,4,214,4960,0,2,20,0
1300,4,214,4964,0,2,20,0
1400,4,214,4966,0,2,20,0
1500,4,214,4968,0,2,20,0
1600,4,214,4970,0,2,20,0
1900,4,214,4976,0,2,20,1
1530,4,213,4752,0,3,21,0
600,4,213,4760,0,3,21,0
1830,4,213,4784,0,3,21,0
700,4,214,4952,0,3,21,0
800,4,214,4954,0,3,21,0
900,4,214,4956,0,3,21,0
1100,4,214,4960,0,3,21,0
1300,4,214,4964,0,3,21,0
1400,4,214,4966,0,3,21,0
1500,4,214,4968,0,3,21,0
1600,4,214,4970,0,3,21,0
1700,4,214,4972,0,3,21,0
1900,4,214,4976,0,3,21,0
1530,4,213,4752,0,4,22,0
600,4,213,4760,0,4,22,0
1830,4,213,4784,0,4,22,0
700,4,214,4952,0,4,22,0
800,4,214,4954,0,4,22,0
900,4,214,4956,0,4,22,0
1100,4,214,4960,0,4,22,0
1300,4,214,4964,0,4,22,0
1400,4,214,4966,0,4,22,0
1500,4,214,4968,0,4,22,0
1600,4,214,4970,0,4,22,0
1700,4,214,4972,0,4,22,0
1900,4,214,4976,0,4,22,0
1530,4,213,4752,0,5,23,1
600,4,213,4760,0,5,23,0
1830,4,213,4784,0,5,23,0
700,4,214,4952,0,5,23,0
800,4,214,4954,0,5,23,0
900,4,214,4956,0,5,23,0
1100,4,214,4960,0,5,23,0
1300,4,214,4964,0,5,23,1
1400,4,214,4966,0,5,23,0
1700,4,214,4972,0,5,23,0
1900,4,214,4976,0,5,23,0
1530,4,213,4752,0,6,24,0
600,4,213,4760,0,6,24,0
1830,4,213,4784,0,6,24,0
900,4,214,4956,0,6,24,1
1300,4,214,4964,0,6,24,0
1530,4,213,4752,0,7,25,1
925,4,213,4771,0,7,25,0
1830,4,213,4784,0,7,25,0
1300,4,214,4964,0,7,25,0
1500,4,214,4968,0,7,25,1
1700,4,214,4972,0,7,25,0
1900,4,214,4976,0,7,25,0
1530,4,213,4752,1,1,26,1
1830,4,213,4784,1,1,26,1
800,4,214,4954,1,1,26,1
900,4,214,4956,1,1,26,1
1300,4,214,4964,1,1,26,1
1900,4,214,4976,1,1,26,1
1530,4,213,4752,0,2,27,1
1830,4,213,4784,1,2,27,1
700,4,214,4952,0,2,27,1
800,4,214,4954,0,2,27,0
1400,4,214,4966,1,2,27,1
1500,4,214,4968,0,2,27,0
1600,4,214,4970,1,2,27,1
1530,4,213,4752,0,3,28,0
1830,4,213,4784,0,3,28,0
800,4,214,4954,0,3,28,1
1400,4,214,4966,0,3,28,1
1500,4,214,4968,0,3,28,0
1600,4,214,4970,0,3,28,0
1700,4,214,4972,0,3,28,1
1900,4,214,4976,0,3,28,1
1530,4,213,4752,0,4,29,1
600,4,213,4760,0,4,29,0
1830,4,213,4784,0,4,29,0
700,4,214,4952,0,4,29,1
800,4,214,4954,0,4,29,0
900,4,214,4956,0,4,29,0
1300,4,214,4964,0,4,29,0
1400,4,214,4966,0,4,29,1
1500,4,214,4968,0,4,29,1
1700,4,214,4972,0,4,29,0
1900,4,214,4976,0,4,29,0
1530,4,213,4752,0,5,30,0
1830,4,213,4784,0,5,30,0
700,4,214,4952,0,5,30,0
800,4,214,4954,1,5,30,1
900,4,214,4956,0,5,30,0
1100,4,214,4960,0,5,30,0
1300,4,214,4964,0,5,30,0
1400,4,214,4966,0,5,30,0
1500,4,214,4968,0,5,30,0
1600,4,214,4970,0,5,30,1
1700,4,214,4972,0,5,30,0
1520,4,213,4752,0,6,31,0
600,4,213,4760,0,6,31,0
1830,4,213,4784,0,6,31,0
900,4,214,4956,0,6,31,0
1300,4,214,4964,0,6,31,0
1455,5,184,5935,0,4,1,0
1455,5,184,5935,0,5,2,0
1455,5,184,5935,0,7,4,1
1455,5,184,5935,0,1,5,1
1455,5,184,5935,0,2,6,0
1455,5,184,5935,0,3,7,0
1455,5,184,5935,0,4,8,0
1455,5,184,5935,0,5,9,0
1455,5,184,5935,0,6,10,0
1455,5,184,5935,0,7,11,0
1455,5,184,5935,0,1,12,0
1455,5,184,5935,0,2,13,0
1455,5,184,5935,0,3,14,0
1455,5,184,5935,0,4,15,0
1455,5,184,5935,0,5,16,0
1455,5,184,5935,0,6,17,0
1455,5,184,5935,0,7,18,0
1455,5,184,5935,0,1,19,0
1455,5,184,5935,0,2,20,0
1455,5,184,5935,0,3,21,0
1455,5,184,5935,0,4,22,1
1455,5,184,5935,0,5,23,1
1455,5,184,5935,0,6,24,0
1455,5,184,5935,0,7,25,0
1455,5,184,5935,0,1,26,0
1455,5,184,5935,0,2,27,0
1455,5,184,5935,0,3,28,0
1455,5,184,5935,0,4,29,0
1455,5,184,5935,0,5,30,0
1455,5,184,5935,0,6,31,0
1455,6,169,2403,0,4,1,0
1720,6,169,2675,0,4,1,0
1030,6,169,2303,0,4,1,0
700,6,169,2703,0,4,1,0
1700,6,213,2497,0,4,1,0
1900,6,213,2385,0,4,1,0
1525,6,199,2261,0,4,1,0
1900,6,199,2336,0,4,1,0
1400,6,199,2216,0,4,1,0
1515,6,213,2156,0,4,1,0
1300,6,213,2664,0,4,1,0
1630,6,199,2181,0,4,1,0
1720,6,169,2675,0,5,2,0
1030,6,169,2303,0,5,2,0
700,6,169,2703,0,5,2,0
1455,6,169,2403,0,5,2,0
1630,6,199,2181,0,5,2,0
700,6,213,2855,0,5,2,0
900,6,199,2582,0,5,2,0
700,6,199,2761,0,5,2,0
1700,6,213,2497,0,5,2,0
1900,6,213,2385,0,5,2,0
1300,6,213,2692,0,5,2,0
900,6,213,3276,0,5,2,0
1900,6,199,2336,0,5,2,0
2100,6,199,2879,0,5,2,0
1400,6,199,2216,0,5,2,0
1515,6,213,2156,0,5,2,1
1525,6,199,2261,0,5,2,0
1720,6,169,2675,0,6,3,0
700,6,169,2703,0,6,3,0
1030,6,169,2303,0,6,3,0
1455,6,169,2267,0,6,3,0
1725,6,213,2497,0,6,3,0
1400,6,199,2216,0,6,3,0
700,6,213,2855,0,6,3,0
930,6,199,2582,0,6,3,0
1730,6,199,2097,0,6,3,0
1600,6,199,2181,0,6,3,0
1515,6,213,2156,0,6,3,0
700,6,199,2761,0,6,3,0
1455,6,169,2403,0,7,4,1
1315,6,169,2703,0,7,4,1
1605,6,169,2603,0,7,4,1
1030,6,169,2303,0,7,4,1
1730,6,199,2097,0,7,4,1
930,6,199,2582,0,7,4,0
900,6,213,3276,0,7,4,0
1900,6,213,2385,0,7,4,1
1400,6,199,2216,0,7,4,1
1900,6,199,2336,0,7,4,1
1515,6,213,2156,0,7,4,1
700,6,169,2703,0,1,5,1
1455,6,169,2403,0,1,5,1
1030,6,169,2303,0,1,5,1
700,6,199,2761,0,1,5,0
900,6,199,2582,0,1,5,1
1300,6,213,2692,0,1,5,1
2100,6,199,2879,0,1,5,0
700,6,213,2855,0,1,5,0
1400,6,199,2216,0,1,5,1
1900,6,199,2336,0,1,5,1
1515,6,213,2156,0,1,5,1
900,6,213,3276,0,1,5,0
1525,6,199,2261,0,1,5,1
1455,6,169,2403,0,2,6,0
1720,6,169,3372,0,2,6,1
700,6,169,2703,0,2,6,0
1030,6,169,2303,0,2,6,0
2100,6,199,2879,0,2,6,1
900,6,199,2582,0,2,6,0
1900,6,213,2385,0,2,6,1
1500,6,213,2156,0,2,6,0
700,6,213,2855,0,2,6,0
1525,6,199,2261,0,2,6,1
1300,6,213,2367,0,2,6,0
1359,6,199,2216,0,2,6,0
1700,6,213,2497,0,2,6,0
1630,6,199,2181,0,2,6,0
645,6,199,2761,0,2,6,0
700,6,169,2703,0,3,7,0
1455,6,169,2403,0,3,7,0
1720,6,169,3372,0,3,7,1
1030,6,169,2303,0,3,7,1
1359,6,199,2216,0,3,7,0
700,6,213,2855,0,3,7,1
1500,6,213,2156,0,3,7,1
900,6,199,2582,0,3,7,0
1300,6,213,2367,0,3,7,0
1700,6,213,2497,0,3,7,0
1900,6,213,2385,0,3,7,1
645,6,199,2761,0,3,7,0
2100,6,199,2879,0,3,7,0
1525,6,199,2261,0,3,7,0
1630,6,199,2181,0,3,7,0
1720,6,169,3372,0,4,8,0
1455,6,169,2403,0,4,8,0
1030,6,169,2303,0,4,8,0
700,6,169,2703,0,4,8,0
1500,6,213,2156,0,4,8,0
1900,6,213,2385,0,4,8,0
1300,6,213,2692,0,4,8,0
1630,6,199,2181,0,4,8,0
645,6,199,2761,0,4,8,1
1359,6,199,2216,0,4,8,0
700,6,213,2855,0,4,8,0
1700,6,213,2497,0,4,8,0
900,6,199,2582,0,4,8,0
2100,6,199,2879,0,4,8,0
1525,6,199,2261,0,4,8,0
1720,6,169,3372,0,5,9,0
